Gene A	Gene B	Uniprot A	Uniprot B	Symbol A	Symbol B	p(Wrong)	p(No Interaction)	p(Interaction)
64091	84230	UNKNOWN	Q8TDW0	POPDC2	LRRC8C	3.19370699022808e-6	0.000538019089419241	0.999458787203591
64091	56262	UNKNOWN	Q8IWT6	POPDC2	LRRC8A	0.000074962679110236	0.0147329648480335	0.985192072472856
64091	399909	UNKNOWN	Q9H6A9	POPDC2	PCNXL3	0.000160980551231446	0.0104378450460531	0.989401174402716
64091	115	UNKNOWN	O60503	POPDC2	ADCY9	3.13572000791768e-6	0.00837364445742704	0.991623219822565
64091	23400	UNKNOWN	Q9NQ11-2	POPDC2	ATP13A2	9.8743923477664e-10	0.0487034077488142	0.951296591263746
84722	3275	Q6PGN9-2	P55345	PSRC1	PRMT2	0.000078772299540757	0.000085973254864383	0.999835254445595
10635	3728	Q96B01-2	P14923	RAD51AP1	JUP	5.69394486083749e-12	0.153783164524921	0.846216835469385
10635	57599	Q96B01-2	Q8TAF3	RAD51AP1	WDR48	1.60952289862012e-9	0.0000764291852870208	0.99992356920519
10635	3501	Q96B01-2	P01859	RAD51AP1	IGHG2	1.86063860135776e-10	0.03141430302251	0.968585696791426
10635	3502	Q96B01-2	P01860	RAD51AP1	IGHG3	0.000588173637677819	0.0000204947463528549	0.999391331615969
10635	3503	Q96B01-2	P01861	RAD51AP1	IGHG4	0.00158930699297197	1.11354757299637e-6	0.998409579459455
10635	7398	Q96B01-2	O94782	RAD51AP1	USP1	3.38963235929694e-11	0.0251187228223152	0.974881277143788
10635	64854	Q96B01-2	P62068-2	RAD51AP1	USP46	9.28224735332125e-11	6.45708585941545e-6	0.999993542821318
8480	8021	P78406	P35658-2	RAE1	NUP214	8.48850975238834e-14	0.0474048021668215	0.952595197833094
8480	4928	P78406	P52948-2	RAE1	NUP98	1.11431652997966e-11	0.00200487702739888	0.997995122961458
8480	55109	P78406	Q8N302	RAE1	AGGF1	4.77193250190792e-11	3.8095541744919e-6	0.999996190398106
8480	5558	P78406	P49643	RAE1	PRIM2	7.84933879238606e-11	0.00225174922114006	0.997748250700367
8480	5422	P78406	P09884	RAE1	POLA1	3.87040223020705e-10	0.0265022014458179	0.973497798167142
8480	701	P78406	O60566-3	RAE1	BUB1B	3.77969687016687e-9	0.00133940421646055	0.998660592003843
8480	23649	P78406	Q14181	RAE1	POLA2	0.0000299662793039214	0.00992875331084318	0.990041280409853
8480	23077	P78406	O75592-2	RAE1	MYCBP2	1.82273843194222e-11	0.018446306044027	0.981553693937746
8480	5557	P78406	P49642	RAE1	PRIM1	3.43640290372232e-13	0.000389985600958356	0.999610014398698
79608	7419	Q7Z5B4-5	Q9Y277-2	RIC3	VDAC3	1.51983933042892e-12	0.094196447427709	0.905803552570771
79608	5245	Q7Z5B4-5	P35232	RIC3	PHB	4.43530972251928e-11	0.00116006006511965	0.998839939890527
79608	11160	Q7Z5B4-5	O94905	RIC3	ERLIN2	6.759595527022e-9	0.00773518839044789	0.992264804849957
79608	478	Q7Z5B4-5	P13637	RIC3	ATP1A3	2.57491673508789e-14	0.081686981830968	0.918313018169006
79608	54892	Q7Z5B4-5	Q86XI2-2	RIC3	NCAPG2	1.46863756644266e-10	0.042129420517783	0.957870579335353
79608	488	Q7Z5B4-5	P16615-2	RIC3	ATP2A2	4.29594635756922e-11	0.249611920914317	0.750388079042724
79608	10527	Q7Z5B4-5	O95373	RIC3	IPO7	2.89497898704934e-14	0.1417532488736	0.858246751126371
79608	3312	Q7Z5B4-5	P11142	RIC3	HSPA8	1.12853754134889e-14	0.199770194586965	0.800229805413024
79608	55735	Q7Z5B4-5	Q9NVH1-2	RIC3	DNAJC11	3.19398986962863e-14	0.0607619092313762	0.939238090768592
79608	23310	Q7Z5B4-5	P42695	RIC3	NCAPD3	1.26407529146507e-10	0.0192059869751686	0.980794012898424
79608	10592	Q7Z5B4-5	O95347-2	RIC3	SMC2	1.66131120079216e-13	0.121207114018215	0.878792885981619
79608	23326	Q7Z5B4-5	Q9UPT9-2	RIC3	USP22	1.21399053609698e-6	0.0156923879457047	0.984306398063759
79608	3156	Q7Z5B4-5	P04035-2	RIC3	HMGCR	8.51625613906108e-11	0.00746693763938799	0.992533062275449
79608	11331	Q7Z5B4-5	Q99623	RIC3	PHB2	1.48806279684985e-12	0.00106772040950365	0.998932279589008
79608	64924	Q7Z5B4-5	Q8TAD4	RIC3	SLC30A5	5.37585437909691e-14	0.000332662285473869	0.999667337714472
79608	55005	Q7Z5B4-5	Q9NWS8	RIC3	RMND1	3.85577603233365e-12	0.000136473337664926	0.999863526658479
79608	202018	Q7Z5B4-5	Q6NXT6-2	RIC3	TAPT1	7.80207961285481e-11	8.97514119495879e-7	0.99999910240786
79608	662	Q7Z5B4-5	Q12981-1	RIC3	BNIP1	7.94118689631886e-12	0.0867555295322333	0.913244470459826
79608	29781	Q7Z5B4-5	Q6IBW4-2	RIC3	NCAPH2	3.92726365259121e-14	0.0000337569007872634	0.999966243099173
79608	83590	Q7Z5B4-5	Q9BVT8	RIC3	TMUB1	9.71046684845893e-8	0.00956390409957984	0.990435998795752
79608	987	Q7Z5B4-5	P50851-2	RIC3	LRBA	8.93590294554656e-10	0.000439162065910029	0.9995608370405
79608	55676	Q7Z5B4-5	Q6NXT4-2	RIC3	SLC30A6	1.66825604154378e-8	0.000106343987973611	0.999893639329466
79608	51290	Q7Z5B4-5	Q96RQ1	RIC3	ERGIC2	3.50163469473607e-7	0.200245586002864	0.799754063833666
79608	148867	Q7Z5B4-5	Q8NEW0	RIC3	SLC30A7	0.000128481912685613	0.075497373109121	0.924374144978193
79608	90809	Q7Z5B4-5	Q86T03-2	RIC3	TMEM55B	4.84678246189307e-6	0.19321164454163	0.806783508675909
79608	7982	Q7Z5B4-5	Q9NRC1-4	RIC3	ST7	3.61347168549886e-8	0.07063262733815	0.929367336527133
79608	10079	Q7Z5B4-5	O75110	RIC3	ATP9A	5.02075248691946e-12	0.0000436182921360263	0.999956381702843
79608	57380	Q7Z5B4-5	Q9HD23	RIC3	MRS2	5.14911501505795e-8	0.133705534058998	0.866294414449852
79608	2710	Q7Z5B4-5	P32189-1	RIC3	GK	1.83334444799245e-8	0.0849466430878622	0.915053338578693
79608	23788	Q7Z5B4-5	Q9Y6C9	RIC3	MTCH2	1.16661750361555e-11	0.155666222331865	0.844333777656469
79608	6790	Q7Z5B4-5	O14965	RIC3	AURKA	2.53648488557391e-7	0.162802482373262	0.837197263978249
79608	387263	Q7Z5B4-5	Q7Z4R8	RIC3	C6orf120	3.71116641621972e-7	0.0074784159803692	0.992521212902989
57007	506	P25106	P06576	CXCR7	ATP5B	3.45595047312119e-15	0.00781267731276893	0.992187322687228
57007	498	P25106	P25705	CXCR7	ATP5A1	9.22383923908911e-13	0.0142923927836574	0.98570760721542
57007	513	P25106	P30049	CXCR7	ATP5D	2.77986954826836e-11	0.0996871805579507	0.900312819414251
57007	539	P25106	P48047	CXCR7	ATP5O	3.58509402873379e-9	0.0443441256871359	0.95565587072777
83942	3312	Q9BXA7	P11142	TSSK1B	HSPA8	1.14600742458694e-14	0.140557676956043	0.859442323043946
83942	3310	Q9BXA7	P17066	TSSK1B	HSPA6	7.53644489630052e-13	0.108980304927591	0.891019695071656
83942	3306	Q9BXA7	B3KUS2	TSSK1B	HSPA2	6.26326894838162e-14	0.241141791237554	0.758858208762383
83942	7284	Q9BXA7	P49411	TSSK1B	TUFM	2.74242986045622e-13	0.219693242744373	0.780306757255353
83942	22994	Q9BXA7	Q9UPN4-2	TSSK1B	AZI1	4.70481854471963e-13	2.24162338688387e-6	0.999997758376143
83942	10243	Q9BXA7	Q9NQX3-2	TSSK1B	GPHN	2.29885604031831e-11	0.0000804179372600054	0.999919582039752
83942	131544	Q9BXA7	Q68DQ2	TSSK1B	CRYBG3	9.0398729061966e-11	7.01148451588081e-7	0.99999929876115
83942	79866	Q9BXA7	Q6PGQ7	TSSK1B	C13orf34	8.98190004349617e-9	0.158178199239263	0.841821791778837
83942	26130	Q9BXA7	Q14C86-2	TSSK1B	GAPVD1	5.02042796606511e-12	0.0000267454636473571	0.999973254531332
83942	28966	Q9BXA7	Q9Y343-2	TSSK1B	SNX24	0.000686533558776969	0.0000159592996982373	0.999297507141525
64854	23239	P62068-2	O60346	USP46	PHLPP1	2.25045113897042e-11	1.49525387372462e-6	0.999998504723622
64854	91833	P62068-2	Q8TBZ3-2	USP46	WDR20	9.26804374756718e-12	7.4664561074994e-7	0.999999253345121
64854	1762	P62068-2	Q09019	USP46	DMWD	1.58000221960462e-10	1.81082273528267e-7	0.999999818759726
64854	3312	P62068-2	P11142	USP46	HSPA8	2.90425327588621e-16	0.207888418885032	0.792111581114968
64854	60	P62068-2	P60709	USP46	ACTB	5.00189870840893e-13	0.246464417883087	0.753535582116413
64854	57599	P62068-2	Q8TAF3	USP46	WDR48	4.1458510105351e-8	0.0000694139738090126	0.999930544567681
64854	58533	P62068-2	Q9UNH7	USP46	SNX6	9.63245549938654e-9	0.000141115698162274	0.999858874669382
64854	6643	P62068-2	O60749	USP46	SNX2	9.68119765803368e-11	0.00102197347901873	0.998978026424169
64854	23035	P62068-2	Q6ZVD8-3	USP46	PHLPP2	1.22167944526545e-8	1.79182459372082e-8	0.99999996986496
30813	1488	Q9NZR4	P56545-2	VSX1	CTBP2	3.66578933758851e-12	0.240686419578127	0.759313580418207
30813	3312	Q9NZR4	P11142	VSX1	HSPA8	3.61065300989593e-14	0.147800514375953	0.852199485624011
30813	8287	Q9NZR4	O00507-2	VSX1	USP9Y	0.038495180691926	0.164498686917889	0.797006132390185
30813	7846	Q9NZR4	Q71U36	VSX1	TUBA1A	7.93054201670596e-11	0.0819950522073898	0.918004947713305
30813	1459	Q9NZR4	P19784	VSX1	CSNK2A2	3.40366250676559e-11	3.80931024291572e-7	0.999999619034939
30813	1457	Q9NZR4	P68400	VSX1	CSNK2A1	1.25992691918415e-12	1.41348352170801e-6	0.999998586515218
30813	1460	Q9NZR4	P67870	VSX1	CSNK2B	1.58640074776621e-11	0.000208060932767706	0.999791939051368
30813	27304	Q9NZR4	O95396	VSX1	MOCS3	5.42712636986115e-13	0.0422464620691945	0.957753537930263
30813	91833	Q9NZR4	Q8TBZ3-2	VSX1	WDR20	0.0000372229336844952	0.207078386185079	0.792884390881237
30813	8338	Q9NZR4	Q16777	VSX1	HIST2H2AC	1.912628011992e-7	0.000216258845605241	0.999783549891594
7572	55663	P17028	Q9NWS9	ZNF24	ZNF446	4.16099549418863e-13	0.0000124730173447864	0.999987526982239
7572	51282	P17028	P57086	ZNF24	SCAND1	6.31666638855384e-8	1.68293188581806e-7	0.999999768540147
7572	55311	P17028	Q8N0Y2-2	ZNF24	ZNF444	4.7365600133521e-17	3.0410360319977e-8	0.99999996958964
51329	23210	Q66PJ3-2	Q6NYC1-2	ARL6IP4	JMJD6	5.62062084467777e-6	0.0039975516896803	0.995996827689475
51329	1459	Q66PJ3-2	P19784	ARL6IP4	CSNK2A2	5.34313678898725e-11	0.0934401009655084	0.90655989898106
51329	9406	Q66PJ3-2	O95218-2	ARL6IP4	ZRANB2	3.09366886831085e-13	0.0523083822052259	0.947691617794465
51329	8669	Q66PJ3-2	O75822	ARL6IP4	EIF3J	6.14870883123566e-10	0.0150529306808001	0.984947068704329
51329	6732	Q66PJ3-2	Q96SB4	ARL6IP4	SRPK1	2.47055210359458e-8	0.0411243782393239	0.958875597055155
51329	26093	Q66PJ3-2	Q9Y3X0	ARL6IP4	CCDC9	3.65422735776819e-9	0.000850739095038192	0.999149257250734
51329	55421	Q66PJ3-2	Q53F19-2	ARL6IP4	C17orf85	2.6424995549297e-7	0.0543574534061969	0.945642282343848
51329	79882	Q66PJ3-2	Q6PJT7-2	ARL6IP4	ZC3H14	2.92429494503904e-7	0.209520974978816	0.79047873259169
51329	7874	Q66PJ3-2	Q93009	ARL6IP4	USP7	4.7413414747269e-12	0.0715886498978269	0.928411350097432
51329	55425	Q66PJ3-2	Q8IXQ4-2	ARL6IP4	KIAA1704	9.05231963869675e-9	0.000100496874890024	0.99989949407279
51329	79837	Q66PJ3-2	Q8TBX8	ARL6IP4	PIP4K2C	5.30748499599684e-8	0.0000433851586267712	0.999956561766523
51329	8396	Q66PJ3-2	P78356	ARL6IP4	PIP4K2B	1.23089665010074e-8	0.0000146947604299152	0.999985292930604
51329	5305	Q66PJ3-2	P48426	ARL6IP4	PIP4K2A	2.83796033581135e-7	0.000181361345330578	0.999818354858636
51329	95	Q66PJ3-2	Q03154	ARL6IP4	ACY1	2.95020335778714e-9	0.0652266517789644	0.934773345270832
2689	81689	P01242	Q9BUE6	GH2	ISCA1	4.04603826561703e-10	0.00292436149702091	0.997075638098375
2689	23173	P01242	P53582	GH2	METAP1	7.68047990385562e-12	0.000063041601483932	0.999936958390836
64785	51659	Q9BRX5	Q9Y248	GINS3	GINS2	1.68935411260539e-10	5.36878080865258e-9	0.999999994462284
64785	4176	Q9BRX5	P33993	GINS3	MCM7	7.1812129315575e-23	0.16051172439161	0.83948827560839
64785	8914	Q9BRX5	Q9UNS1-2	GINS3	TIMELESS	2.8492620614851e-12	0.000079364714222075	0.999920635282929
64785	9837	Q9BRX5	Q14691	GINS3	GINS1	7.59119372058423e-9	2.46447111763584e-6	0.999997527937689
64785	4171	Q9BRX5	P49736	GINS3	MCM2	7.98598632640069e-13	0.207091419100432	0.792908580898769
64785	84296	Q9BRX5	Q9BRT9	GINS3	GINS4	6.76408317654516e-13	2.00909809243057e-8	0.999999979908343
64785	63967	Q9BRX5	Q9HAW4-2	GINS3	CLSPN	4.36785625720743e-7	4.01662644031732e-6	0.999995546587934
64785	54962	Q9BRX5	Q9BVW5	GINS3	TIPIN	4.0440364199285e-10	0.0029122945070351	0.99708770508856
493869	26330	Q8TED1	O14556	GPX8	GAPDHS	8.26212472088924e-7	0.0390145763548783	0.96098459743265
80273	55749	Q9HAV7	Q8IX12-2	GRPEL1	CCAR1	4.42976804236532e-7	0.220477302988385	0.77952225403481
80273	23022	Q9HAV7	Q8WX93-3	GRPEL1	PALLD	1.21575284568715e-8	4.03607875772148e-7	0.999999584234596
80273	134266	Q9HAV7	Q8TAA5	GRPEL1	GRPEL2	2.7328970483476e-19	0.00032098528687668	0.99967901471312
2946	2947	P28161	P21266	GSTM2	GSTM3	1.6148996291073e-24	2.0021399084936e-6	0.99999799786009
2946	2949	P28161	P46439	GSTM2	GSTM5	1.5034168388323e-18	8.4166107635961e-10	0.99999999915834
2946	2948	P28161	Q03013-2	GSTM2	GSTM4	7.87425412819466e-12	5.80680727024028e-9	0.999999994185318
3082	51661	P14210-2	Q9Y680-2	HGF	FKBP7	3.29032104669301e-8	0.181911380681247	0.818088586415542
3024	51574	Q02539	Q4G0J3	HIST1H1A	LARP7	2.67054657450148e-11	0.00645902649596228	0.993540973477332
3024	51087	Q02539	Q9Y2T7	HIST1H1A	YBX2	1.45173545392423e-10	0.0000976126473641839	0.999902387207462
3024	400506	Q02539	Q1ED39	HIST1H1A	C16orf88	3.61806043293414e-10	0.0828044889155575	0.917195510722636
3024	23451	Q02539	O75533	HIST1H1A	SF3B1	2.81223626921147e-10	0.174122143635381	0.825877856083395
3024	10940	Q02539	Q99575	HIST1H1A	POP1	6.60639424743653e-8	0.111577343864217	0.88842259007184
3024	57062	Q02539	Q9GZR7	HIST1H1A	DDX24	9.18039758075438e-12	0.0651921400271456	0.934807859963674
3024	117246	Q02539	Q8IY81	HIST1H1A	FTSJ3	1.80266636264304e-15	0.103360838153294	0.896639161846705
3024	6188	Q02539	P23396	HIST1H1A	RPS3	1.77588468467621e-12	0.198275001625429	0.801724998372795
3024	10992	Q02539	Q13435	HIST1H1A	SF3B2	1.24148259424626e-9	0.123404966919951	0.876595031838566
3024	64763	Q02539	Q6ZN55-2	HIST1H1A	ZNF574	2.86519188519154e-6	0.144786317217893	0.855210817590222
3024	79759	Q02539	Q96K58	HIST1H1A	ZNF668	5.60333163414083e-7	0.0451335668745949	0.954865872792242
3024	23223	Q02539	Q5JTH9-2	HIST1H1A	RRP12	1.10258472341617e-9	0.0324192093438513	0.967580789553564
3024	7621	Q02539	Q9UC06	HIST1H1A	ZNF70	0.000896015969108612	0.00460655439382237	0.994497429637069
3024	64745	Q02539	Q9H7H0-2	HIST1H1A	METTL17	2.29896365601462e-10	0.0975092600003069	0.902490739769797
3024	4736	Q02539	P62906	HIST1H1A	RPL10A	9.03338051901133e-12	0.245357269178553	0.754642730812414
3024	1736	Q02539	O60832	HIST1H1A	DKC1	2.39669515130013e-12	0.217056142860713	0.782943857136891
3024	5976	Q02539	Q92900-2	HIST1H1A	UPF1	9.68381434010946e-12	0.0457978030681199	0.954202196922196
3024	27067	Q02539	Q9NUL3-2	HIST1H1A	STAU2	1.02686379574339e-14	0.0395009218155133	0.960499078184476
3024	6780	Q02539	O95793-2	HIST1H1A	STAU1	1.01238263165203e-6	0.048079585993525	0.951919401623843
3024	8761	Q02539	Q13310-2	HIST1H1A	PABPC4	4.13651702409853e-12	0.125387223269613	0.87461277672625
3024	22907	Q02539	Q7L2E3-2	HIST1H1A	DHX30	3.75313579062318e-11	0.134679431508134	0.865320568454335
3024	1993	Q02539	Q12926-2	HIST1H1A	ELAVL2	1.98967844312307e-9	0.0139339480516318	0.98606604995869
3024	221785	Q02539	Q6NSZ9	HIST1H1A	ZNF498	7.55707665317436e-11	0.0211710748270124	0.978828925097417
3024	50809	Q02539	Q5SSJ5-2	HIST1H1A	HP1BP3	9.672255490989e-11	0.21331295949018	0.786687040413097
3024	55661	Q02539	Q96GQ7	HIST1H1A	DDX27	3.56259826043796e-10	0.103295720408618	0.896704279235122
3024	26995	Q02539	O95900	HIST1H1A	TRUB2	7.24706164135684e-11	0.103295026203126	0.896704973724403
3024	8602	Q02539	P78316-2	HIST1H1A	NOP14	6.73499038685208e-12	0.00413230216459067	0.995867697828674
3024	6189	Q02539	P61247	HIST1H1A	RPS3A	8.32769942983654e-14	0.230761909267762	0.769238090732155
3024	6193	Q02539	P46782	HIST1H1A	RPS5	1.5746586063888e-10	0.0837464389988122	0.916253560843722
3024	65095	Q02539	Q8N9T8-2	HIST1H1A	KRI1	6.21241706640059e-13	0.0713377094961683	0.92866229050321
3024	4343	Q02539	Q9HCE1	HIST1H1A	MOV10	1.59218675791121e-11	0.0400601861687913	0.959939813815287
3024	84310	Q02539	Q9BRJ6	HIST1H1A	C7orf50	2.39344688262516e-10	0.102278948140174	0.897721051620481
3024	85437	Q02539	Q8TBF4	HIST1H1A	ZCRB1	6.23786942364366e-6	0.214894145752399	0.785099616378177
3024	56829	Q02539	Q7Z2W4-2	HIST1H1A	ZC3HAV1	3.23524642334719e-14	0.0267669297274649	0.973233070272503
3024	26156	Q02539	O76021	HIST1H1A	RSL1D1	2.43292906073931e-12	0.213177234196468	0.786822765801099
3024	84294	Q02539	Q9BRU9	HIST1H1A	UTP23	0.00957921365834424	0.103929711182003	0.886491075159652
3024	85364	Q02539	Q9NUD5	HIST1H1A	ZCCHC3	3.02178578614248e-9	0.0817553564112346	0.91824464056698
3024	9904	Q02539	Q9Y4C8	HIST1H1A	RBM19	1.06471814138874e-10	0.0595244321461279	0.9404755677474
3024	90957	Q02539	Q6P158	HIST1H1A	DHX57	4.64359574288475e-12	0.00694558377291381	0.993054416222443
3024	6838	Q02539	O75683	HIST1H1A	SURF6	2.26214846373318e-13	0.070624502571854	0.92937549742792
3024	23560	Q02539	Q9BZE4	HIST1H1A	GTPBP4	8.05603786526748e-13	0.178293655779429	0.821706344219766
3024	23367	Q02539	Q6PKG0	HIST1H1A	LARP1	4.16529084465213e-13	0.0731407039081458	0.926859296091438
3024	10667	Q02539	O95363	HIST1H1A	FARS2	1.18174940942251e-9	0.00453770654998411	0.995462292268267
3024	26024	Q02539	O75127	HIST1H1A	PTCD1	1.57671741455799e-6	0.220180656158222	0.779817767124363
3024	10664	Q02539	P49711	HIST1H1A	CTCF	3.41500391270857e-10	0.181152897166331	0.818847102492169
3024	6166	Q02539	Q969Q0	HIST1H1A	RPL36AL	8.36880002282754e-6	0.000879427825686448	0.999112203374291
3024	51807	Q02539	Q9NY65	HIST1H1A	TUBA8	2.33274069104011e-7	0.0943203029471421	0.905679463778789
3024	84365	Q02539	Q9BYG3	HIST1H1A	MKI67IP	2.44922461523014e-8	0.238885032691726	0.761114942816028
3024	6209	Q02539	P62841	HIST1H1A	RPS15	3.37249996017425e-9	0.0365693168251524	0.963430679802348
3024	23029	Q02539	P42696-2	HIST1H1A	RBM34	6.86781549569505e-10	0.0372591646074721	0.962740834705746
3024	389421	Q02539	Q6ZN17	HIST1H1A	LIN28B	3.73547614439488e-14	0.199507720914955	0.800492279085007
3024	2733	Q02539	Q53GS7	HIST1H1A	GLE1	2.30054847657313e-7	0.0248888964252431	0.975110873519909
3024	54665	Q02539	Q5VWQ0	HIST1H1A	RSBN1	0.0000566220032086066	0.182134146782199	0.817809231214593
3024	79050	Q02539	Q9BVI4	HIST1H1A	NOC4L	1.97221379994052e-11	0.000655219003219206	0.999344780977059
3024	84524	Q02539	Q8N5P1	HIST1H1A	ZC3H8	1.19166935943547e-12	0.0418018108088229	0.958198189189985
3024	5073	Q02539	O95453	HIST1H1A	PARN	0.0000650014995087164	0.012464068740323	0.987470929760168
3024	23212	Q02539	Q15050	HIST1H1A	RRS1	2.12493405964346e-12	0.14823556070384	0.851764439294035
3024	11103	Q02539	Q13601	HIST1H1A	KRR1	1.02716071704974e-10	0.18104565240745	0.818954347489834
3024	3921	Q02539	P08865	HIST1H1A	RPSA	1.1838567441328e-26	0.0042334572777553	0.99576654272224
3024	29889	Q02539	Q13823	HIST1H1A	GNL2	1.48765310157106e-13	0.159079368792551	0.8409206312073
3024	51333	Q02539	Q7L3S4	HIST1H1A	ZNF771	9.83651690511857e-11	0.0698344135538432	0.930165586347792
3024	64802	Q02539	Q9HAN9	HIST1H1A	NMNAT1	1.29895334862695e-11	0.0124173707533399	0.98758262923367
3024	84248	Q02539	Q96QD9	HIST1H1A	FYTTD1	2.75330389895745e-8	0.117968389655073	0.882031582811889
3024	5937	Q02539	P29558	HIST1H1A	RBMS1	0.00215763602618886	0.0560900188231175	0.941752345150694
3024	63977	Q02539	P57071	HIST1H1A	PRDM15	1.17244005463382e-8	0.148514158203955	0.851485830071644
3024	84154	Q02539	Q9H7B2	HIST1H1A	RPF2	4.90376929740367e-14	0.0608580839768552	0.939141916023096
3024	131405	Q02539	Q2Q1W2	HIST1H1A	TRIM71	1.58182973803061e-12	0.00164203931287741	0.998357960685541
3024	25983	Q02539	Q8NEJ9-2	HIST1H1A	NGDN	0.000491015273761391	0.113948527447228	0.88556045727901
3024	10412	Q02539	O95478	HIST1H1A	NSA2	1.7593971789468e-10	0.171754840423726	0.828245159400335
3024	51490	Q02539	Q5T280	HIST1H1A	C9orf114	0.000023428168802872	0.176003065015357	0.82397350681584
3024	7570	Q02539	P17026	HIST1H1A	ZNF22	4.28047761028009e-9	0.120998254108144	0.879001741611378
3024	79159	Q02539	Q9UGY1	HIST1H1A	NOL12	7.87162145625747e-10	0.191518415245033	0.808481583967805
3024	7743	Q02539	O75820-2	HIST1H1A	ZNF189	0.00795738670058897	0.0144421299489077	0.977600483350503
3024	114034	Q02539	Q96GM8	HIST1H1A	TOE1	8.649222930795e-8	0.0174008933265941	0.982599020181177
3024	317772	Q02539	Q8IUE6	HIST1H1A	HIST2H2AB	0.0100908450956355	0.131187914933526	0.858721239970839
3024	140890	Q02539	Q8WXA9-2	HIST1H1A	SREK1	0.0168754570755848	0.0304992254481545	0.952625317476261
3024	441502	Q02539	Q5JNZ5	HIST1H1A	RPS26P11	1.56998929712663e-8	9.58861664418848e-8	0.99999988841394
3024	197407	Q02539	Q96MX3	HIST1H1A	ZNF48	0.00824171502724318	0.0104046594982866	0.98135362547447
3024	11076	Q02539	O94811	HIST1H1A	TPPP	2.08698652901152e-13	0.126933549568464	0.873066450431328
3024	55651	Q02539	Q9NX24	HIST1H1A	NHP2	0.0120957544129643	0.168716070686044	0.819188174900991
665	664	O60238	Q12983	BNIP3L	BNIP3	6.91527824441753e-8	0.0000341066331471454	0.99996582421407
3217	130507	P09629	Q6ZT12-4	HOXB7	UBR3	4.18564408652094e-10	0.0803562927461463	0.919643706835289
3217	3614	P09629	P20839-2	HOXB7	IMPDH1	3.88966661443169e-6	0.248336252999396	0.751659857333989
10748	728577	UNKNOWN	Q96NU0	KLRAP1	CNTNAP3B	2.50556428189595e-14	0.00535561061845621	0.994644389381519
10748	8323	UNKNOWN	O60353	KLRAP1	FZD6	0.0252238697583323	0.0000531311439202667	0.974722999097747
10748	29967	UNKNOWN	Q9Y561-2	KLRAP1	LRP12	0.00565545545964342	0.0194194453248725	0.974925099215484
10748	7982	UNKNOWN	Q9NRC1-4	KLRAP1	ST7	0.0000411297253349658	0.0225537197212199	0.977405150553445
10748	79414	UNKNOWN	Q9BTN0	KLRAP1	LRFN3	4.28296662054958e-8	0.131709503360965	0.868290453809369
196074	89853	A6NJ78	Q9H7P6	METTL15	FAM125B	0.000764605665896666	0.109418416144805	0.889816978189299
151194	3312	Q8WXB1	P11142	METTL21A	HSPA8	4.36729977973552e-16	0.0597076356971408	0.940292364302859
151194	3308	Q8WXB1	P34932	METTL21A	HSPA4	9.98979651164828e-14	0.172487084151409	0.827512915848491
10205	8907	O60487	Q9BXS5	MPZL2	AP1M1	5.92334186217562e-10	0.157321924690678	0.842678074716988
10205	100506658	O60487	Q16625	MPZL2	OCLN	5.45144450350276e-10	0.0703038298073601	0.929696169647495
84545	112939	Q8N983-2	Q96RE7	MRPL43	NACC1	7.49046772131238e-10	8.39592989226424e-6	0.999991603321061
84545	9748	Q8N983-2	Q9H2G2-2	MRPL43	SLK	5.72826962335977e-12	0.0000248619643991705	0.999975138029872
84545	54148	Q8N983-2	Q9NYK5-2	MRPL43	MRPL39	3.5672876052772e-20	0.17258670589159	0.82741329410841
84545	2744	Q8N983-2	O94925-3	MRPL43	GLS	1.1875191162243e-11	0.0267229203786966	0.973277079609428
84545	65080	Q8N983-2	Q9H9J2	MRPL43	MRPL44	1.58129409234502e-12	0.0257177676451331	0.974282232353285
